what is 1 % of 2 ?	x = ( 1 * 0.01 ) * 2
roger has 2 candies . he gives 1 to stephanie . how many candies will roger have ?	x = ( 2 - 1 )
marie starts with 2 erasers . she loses 1 . how many erasers does marie end with ?	x = ( 2 - 1 )
norma starts with 2 bananas . she loses 1 . how many bananas does norma end with ?	x = ( 2 - 1 )
the hawks scored 1 touchdowns worth 2 points each . how many points do they have ?	x = ( 1 * 2 )
tyler had 2 dogs . each dog had 1 puppies . how many puppies does tyler now have ?	x = ( 2 * 1 )
each bag contains 2 pounds of oranges . how many pounds of oranges are in 1 bags ?	x = ( 2 * 1 )
stanley ran 1 mile and walked 2 mile . how much farther did stanley run than walk ?	x = 1 - 2
there are 2 calories in a candy bar . how many calories are there in 1 candy bars ?	2 * 1 = x
mike worked 1 hours , each day , for 2 days . how many hours did he work in total ?	1 * 2 = x
ellen had 2 legos , but ellen lost 1 of them . how many legos does ellen have now ?	2 - 1 = x
harry starts with 2 apples . he buys 1 more . how many apples does harry end with ?	x = ( 2 + 1 )
janet has 1 apples . she finds another 2 . how many apples does janet have in all ?	x = ( 1 + 2 )
larry starts with 1 stickers . he loses 2 . how many stickers does larry end with ?	x = ( 1 - 2 )
there are 1 bottle caps in a box . marvin takes 2 bottle caps . how many are left ?	x = ( 1 - 2 )
steve has 2 oranges . he shares 1 with patrick . how many oranges will steve have ?	x = ( 2 - 1 )
heather has 2 oranges . russell takes 1 away . how many oranges will heather have ?	x = ( 2 - 1 )
if charles strolled 2 miles at 1 miles per hour , how long was charles travelling ?	x = ( 2 / 1 )
if charles strolled 2 miles at 1 miles per hour , how long was charles travelling ?	x = ( 2 / 1 )
randy has 2 blocks . he uses 1 blocks to build a tower . how many blocks are left ?	x = ( 2 - 1 )
tammy drove 2 miles in one hour . at that rate , how far can she drive in 1 hours ?	x = ( 2 * 1 )
bob's car gets 1 kilometers per gallon . how far can he drive on 1 gallons of gas ?	x = ( 1 * 1 )
tom found 2 seashells but 1 were broken . how many unbroken seashells did tom find ?	x = 2 - 1
when a number is decreased by 1 % of itself , the result is 1 . what is the number ?	x - ( ( 1 * 0.01 ) * x ) = 1
tom found 2 seashells but 1 were broken . how many unbroken seashells did tom find ?	2 = 1 + x
sally grew 2 carrots . fred grew 1 carrots . how many carrots did they grow in all ?	2 + 1 = x
dan picked 1 limes and gave sara 2 of the limes . how many limes does dan have now ?	1 - 2 = x
dan found 2 seashells but 1 were broken . how many unbroken seashells did dan find ?	2 = 1 + x
jose has 2 peanuts . kenya has 1 more than jose . how many peanuts does kenya have ?	2 + 1 = x
shirley starts with 2 eggs . she buys 1 more . how many eggs does shirley end with ?	x = ( 2 + 1 )
helen starts with 2 cards . gary takes 1 away . how many cards does helen end with ?	x = ( 2 - 1 )
jeremy strolled 2 kilometers at 1 kilometers per hour . how long did jeremy stroll ?	x = ( 2 / 1 )
jeremy strolled 2 kilometers at 1 kilometers per hour . how long did jeremy stroll ?	x = ( 2 / 1 )
mrs . hilt saw 2 bugs eat 1 flowers each . how many flowers total did the bugs eat ?	x = ( 2 * 1 )
bryan has 1 skittles . ben has 2 m&m's . who has more ? how many more does he have ?	x = ( 1 - 2 )
a garden has 1 rows and 2 columns of bean plans . how many plants are there in all ?	x = ( 1 * 2 )
jose has 2 peanuts . kenya has 1 more than jose . how many peanuts does kenya have ?	x = ( 2 + 1 )
i walk 1 mile every 3 minutes . i walked 2 miles . how many minutes did it take me ?	x = ( 3 * 2 )
twice the sum of a number and 2 is 3 less than 1 times the number . find the number .	2.0 * ( 2 + x ) = ( 1 * x ) - 3
sandy grew 2 carrots . sam grew 1 carrots . how many carrots did they grow in total ?	2 + 1 = x
sara has saved 1 dollars from washing cars . how many dozen quarters does sara have ?	1 = ( 0.25 * 12 ) * x
nancy has saved 1 dozen quarters from washing cars . how much money does nancy have ?	( 12 * 0.25 ) = x
eve ran 1 of a mile and walked 2 of a mile . how much farther did eve run than walk ?	1 + 2 = x
kevin starts with 1 cards . he finds another 2 . how many cards does kevin end with ?	x = ( 1 + 2 )
barbara has 1 candies . she buys 2 more . how many candies does barbara have in all ?	x = ( 1 + 2 )
clarence has 1 tickets . he gives 2 to eugene . how many tickets will clarence have ?	x = ( 1 - 2 )
misha has 1 dollars . how many more dollars does she have to earn to have 2 dollars ?	x = ( 2 - 1 )
elisa has 1 dollars . how many more dollars does she have to earn to have 2 dollars ?	x = ( 2 - 1 )
there are 2 pots . each pot has 1 flowers in it . how many flowers are there in all ?	x = ( 2 * 1 )
keith grew 2 turnips . alyssa grew 1 turnips . how many turnips did they grow in all ?	x = 2 + 1
seven times a number is the same as 2 more than 1 times the number . find the number .	7.0 * x = 2 + ( 1 * x )
if the sum of 1 and a number is multiplied by 3 the result is 2 . what is the number ?	( 1 + x ) * 3 = 2
keith grew 2 turnips . alyssa grew 1 turnips . how many turnips did they grow in all ?	2 + 1 = x
if teresa jogged 1 kilometers at 2 kilometers per hour , how long was teresa jogging ?	x = ( 1 / 2 )
if teresa jogged 1 kilometers at 2 kilometers per hour , how long was teresa jogging ?	x = ( 1 / 2 )
if teresa jogged 1 kilometers at 2 kilometers per hour , how long was teresa jogging ?	x = ( 1 / 2 )
mark has 2 trees in his backyard . if he plants 1 more , how many trees will he have ?	x = ( 2 + 1 )
melanie grew 2 turnips . benny grew 1 turnips . how many turnips did they grow in all ?	x = 2 + 1
an item is marked up 2 % to a retail price of 1 dollars . what is the wholesale price ?	( 1 + 2 * 0.01 ) * x = 1
when the sum of a number and 3 is divided by 1 , the result is 2 . what is the number ?	( 3 + x ) / 1 = 2
melanie grew 2 turnips . benny grew 1 turnips . how many turnips did they grow in all ?	2 + 1 = x
melissa has 1 bananas . she shares 2 with joshua . how many bananas will melissa have ?	x = ( 1 - 2 )
william has 1 marbles . he shares 2 with theresa . how many marbles will william have ?	x = ( 1 - 2 )
in a school , there are 2 girls and 1 boys . how many pupils are there in that school ?	x = ( 2 + 1 )
sandy had 1 pet fish . she bought 2 more fish . how many pet fish does sandy have now ?	x = ( 1 + 2 )
mary's car gets 1 miles per gallon of gas . how far can she drive on 2 gallons of gas ?	x = ( 1 * 2 )
seven times a number added to 1 amounts to 3 less than the product of 2 and the number .	( 7.0 * x ) + 1 = ( 2 * x ) - 3
twice the sum of a number and 1 is 3 less than 2 times the number . what is the number ?	2.0 * ( 1 + x ) = ( 2 * x ) - 3
anne weighs 1 pounds . douglas weighs 2 pounds . how much heavier is anne than douglas ?	x = ( 1 - 2 )
donna weighs 2 pounds . willie weighs 1 pounds . how much heavier is donna than willie ?	x = ( 2 - 1 )
edward starts with 2 eggs . he gives 1 to phillip . how many eggs does edward end with ?	x = ( 2 - 1 )
billy has 2 crayons . 1 are eaten by a hippopotamus . how many crayons will billy have ?	x = ( 2 - 1 )
mrs . sheridan has 2 cats . how many more cats does mrs . sheridan need to have 1 cats ?	x = ( 1 - 2 )
the town of milburg has 1 grown - ups and 2 children . how many people live in milburg ?	x = ( 1 + 2 )
arthur baked 1 muffins . james baked 2 times as many . how many muffins did james bake ?	x = ( 1 * 2 )
sandy grew 1 pumpkins . mike grew 2 pumpkins . how many pumpkins did they grow in total ?	x = 1 + 2
mike has 1 muffins , which he needs to box up into dozens . how many boxes does he need ?	1 / 12 = x
there are 1 calories in a candy bar . how many dozen calories are there in 2 candy bars ?	1 * 2 = x * 12
a restaurant sold 1 pies every day for a week . how many pies were sold during the week ?	1 * 7 = x
there are 2 dozen calories in a candy bar . how many calories are there in 1 candy bars ?	( 2 * 12 ) * 1 = x
joan has 1 blue balloons but lost 2 of them . how many blue balloons does joan have now ?	1 - 2 = x
jenny ran 1 of a mile and walked 2 of a mile . how much farther did jenny run than walk ?	1 - 2 = x
how many cookies would you have if you had 2 bags of cookies with 1 cookies in each bag ?	2 * 1 = x
sarah has 1 bottle caps . she buys 2 more . how many bottle caps does sarah have in all ?	x = ( 1 + 2 )
sarah has 1 boxes of apples . each box holds 1 apples . how many apples does sarah have ?	x = ( 1 * 1 )
isabella's hair is 1 cubes long . if her hair grows 2 more inches , how long will it be ?	x = ( 1 + 2 )
connie has 2 red markers and 1 blue markers . how many markers does she have altogether ?	x = ( 2 + 1 )
mrs . hilt bought an ice cream cone for 2 cents . how much would 1 ice cream cones cost ?	x = ( 2 * 1 )
how many cookies would you have if you had 2 bags of cookies with 1 cookies in each bag ?	x = ( 2 * 1 )
connie has 1 red markers and 2 blue markers . how many markers does she have altogether ?	x = ( 1 + 2 )
nancy grew 1 potatoes . sandy grew 2 potatoes . how many potatoes did they grow in total ?	x = 1 + 2
nancy bought 1 crayons that came in packs of 2 . how many packs of crayons did nancy buy ?	1 / 2 = x
a 2 ounce can of cranberry juice sells for 1 cents . what is the cost in cents per ounce .	x = 1 / 2
brenda starts with 2 skittles . she buys 1 more . how many skittles does brenda end with ?	x = ( 2 + 1 )
amy starts with 1 peanuts . gerald gives amy 2 more . how many peanuts does amy end with ?	x = ( 1 + 2 )
joshua has 1 bottle caps . he buys 2 more . how many bottle caps does joshua have in all ?	x = ( 1 + 2 )
mildred weighs 2 pounds . carol weighs 1 pounds . how much heavier is mildred than carol ?	x = ( 2 - 1 )
aaron starts with 1 erasers . he gives 2 to doris . how many erasers does aaron end with ?	x = ( 1 - 2 )
jennifer has 1 cards . 2 are eaten by a hippopotamus . how many cards will jennifer have ?	x = ( 1 - 2 )
wanda has 1 blocks . theresa gives wanda 2 more . how many blocks does wanda have in all ?	x = ( 1 + 2 )
each child has 1 oranges . if there are 2 children , how many oranges are there in total ?	x = ( 1 * 2 )
each child has 2 candies . if there are 1 children , how many candies are there in total ?	x = ( 2 * 1 )
each child has 2 pencils . if there are 1 children , how many pencils are there in total ?	x = ( 2 * 1 )
eric has 2 boxes of pencils . each box holds 1 pencils . how many pencils does eric have ?	x = ( 2 * 1 )
if benjamin skated 1 kilometers at 2 kilometers per hour , how long was benjamin skating ?	x = ( 1 / 2 )
if benjamin skated 1 kilometers at 2 kilometers per hour , how long was benjamin skating ?	x = ( 1 / 2 )
bobby has 2 books . kristi has 1 books . how many more books does bobby have than kristi ?	x = ( 2 - 1 )
ethan has 2 presents . alissa has 1 more than ethan . how many presents does alissa have ?	x = ( 2 + 1 )
josh had 1 pencils . he gave 2 pencils to dorothy . how many pencils does josh have left ?	x = ( 1 - 2 )
frank worked 1 hours on the first 2 days of the week . how many hours did he work in all ?	x = ( 1 * 2 )
sam had 1 dimes in his bank . his dad gave him 2 dimes . how many dimes does sam have now ?	x = 1 + 2
if the product of 3 and a number is increased by 2 , the result is 1 . what is the number ?	( 3 * x ) + 2 = 1
1 more than 3 times a number is equal to 2 less than 4 times the number . find the number .	( 3 * x ) + 1 = ( 4 * x ) - 2
the sum of three consecutive odd numbers is 1 . what is the smallest of the three numbers ?	( 3 * x ) + 6 = 1
joan's cat had 1 kittens . she gave 2 to her friends . how many kittens does she have now ?	1 - 2 = x
jason's shelves hold 2 books each . how many shelves will jason need if jason has 1 books ?	2 * x = 1
keith bought 1 eggs from the store to bake some cakes . how many dozen eggs did keith buy ?	1 = x * 12
arthur baked 1 muffins . how many more muffins does arthur have to bake to have 2 muffins ?	1 + x = 2
anna collects 2 blocks . anna's father gives anna 1 more . how many blocks does anna have ?	x = ( 2 + 1 )
jesse starts with 2 pencils . he gives 1 to joshua . how many pencils does jesse end with ?	x = ( 2 - 1 )
2 toucans are sitting on a tree limb . 1 more toucan joins them . how many toucans in all ?	x = ( 2 + 1 )
i have 1 cents to buy candy . if each gumdrop costs 2 cents , how many gumdrops can i buy ?	x = ( 1 / 2 )
arthur baked 1 muffins . how many more muffins does arthur have to bake to have 2 muffins ?	x = ( 2 - 1 )
joan 's cat had 1 kittens . she gave 2 to her friends . how many kittens does she have now ?	x = 1 - 2
joan had 2 dimes in her bank . she spent 1 of her dimes . how many dimes does she have now ?	x = 2 - 1
a 2 ounce can of cranberry juice sells for 1 cents . give the unit cost in cents per ounce .	x = 1 / 2
the sum of a number and 1 is equal to 2 the product of that number and 3 . find the number .	1 + x = 2 * ( 3 * x )
a book is on sale for 2 % off . if the regular price is 1 dollars , what is the sale price ?	( 1 - 2 * 0.01 ) * 1 = x
joan had 2 dimes in her bank . she spent 1 of her dimes . how many dimes does she have now ?	2 - 1 = x
there are 2 baskets . there are 1 apples in each basket . how many apples are there in all ?	2 * 1 = x
willy has 1 crayons . lucy has 2 crayons . how many more crayons does willy have then lucy ?	1 - 2 = x
connie has 1 red markers and 2 blue markers . how many markers does connie have altogether ?	1 + 2 = x
lisa starts with 2 bananas . maria gives lisa 1 more . how many bananas does lisa end with ?	x = ( 2 + 1 )
jessica weighs 1 pounds . thomas weighs 2 pounds . how much heavier is jessica than thomas ?	x = ( 1 - 2 )
bridget weighs 2 pounds . martha weighs 1 pounds . how much heavier is bridget than martha ?	x = ( 2 - 1 )
william has 2 bottle caps . he buys 1 more . how many bottle caps does william have in all ?	x = ( 2 + 1 )
william has 2 bottle caps . he buys 1 more . how many bottle caps does william have in all ?	x = ( 2 + 1 )
if heather bicycled 2 kilometers at 1 kilometers per hour , how long was heather bicycling ?	x = ( 2 / 1 )
alyssa had 1 cookies . aiyanna has 2 . how many more cookies does aiyanna have than alyssa ?	x = ( 2 - 1 )
gavin has 2 shirts . 1 are blue the rest are green . how many green shirts does gavin have ?	x = ( 2 - 1 )
there are 2 baskets . there are 1 apples in each basket . how many apples are there in all ?	x = ( 2 * 1 )
lukas averages 1 points per game in basketball . how many points would he score in 2 games ?	x = ( 1 * 2 )
fred grew 2 cantelopes . tim grew 1 cantelopes . how many cantelopes did they grow in total ?	x = 2 + 1
when 2 times the number is added to 1 times the number the result is 3 . what is the number ?	( 2 * x ) + ( 1 * x ) = 3
fred grew 2 cantelopes . tim grew 1 cantelopes . how many cantelopes did they grow in total ?	2 + 1 = x
joan has 1 orange balloons but lost 2 of them . how many orange balloons does joan have now ?	1 - 2 = x
jessica , sandy , and jason each have 1 pencils . how many pencils do they have have in all ?	3 * 1 = x
stanley ran 1 of a mile and walked 2 of a mile . how much farther did stanley run than walk ?	1 - 2 = x
james has 2 balloons . amy has 1 balloons . how many more balloons does james have than amy ?	2 - 1 = x
ralph collects 2 cards . ralph's father gives ralph 1 more . how many cards does ralph have ?	x = ( 2 + 1 )
eugene has 1 pencils . he gets 2 more from joyce . how many pencils does eugene have in all ?	x = ( 1 + 2 )
joseph has 1 candies . kathy gives joseph 2 more . how many candies does joseph have in all ?	x = ( 1 + 2 )
harold has 2 marbles . he gets 1 more from steve . how many marbles does harold have in all ?	x = ( 2 + 1 )
jack starts with 2 marbles . he shares 1 with rebecca . how many marbles does jack end with ?	x = ( 2 - 1 )
janet has 1 stickers . she gets 2 more from ruth . how many stickers does janet have in all ?	x = ( 1 + 2 )
mrs . hilt had 2 cents . she bought a pencil for 1 cents . how much money did she have left ?	x = ( 2 - 1 )
roden went to a pet shop . he bought 2 gold fish and 1 blue fish . how many fish did he buy ?	x = ( 2 + 1 )
bobby ate 2 pieces of candy . then , he ate 1 more . how many pieces of candy did bobby eat ?	x = ( 2 + 1 )
misha has 1 dollars . how many dollars does she have to earn to have 2 dollars to buy a dog ?	x = ( 2 - 1 )
there are 2 leaves . there are 1 ladybugs on each leaf . how many ladybugs are there in all ?	x = ( 2 * 1 )
a perfect score is 2 points . how many points would you have after 1 perfect games in a row ?	x = ( 2 * 1 )
the product of 1 and a number is the same as 2 less twice that same number . find the number .	1 * x = ( 2.0 * x ) - 2
aldo runs 2 miles in 3 minutes . at the same rate , how many miles would he run in 1 minutes ?	x / 1 = 2 / 3
a house is worth 1 dollars . that is 2 % of the original price . what was the original price ?	( 2 * 0.01 ) * x = 1
a restaurant sold 1 hamburgers last week . how many hamburgers on average were sold each day ?	1 / 7 = x
a restaurant sold 1 hamburgers last week . how many hamburgers on average were sold each day ?	1 / 7 = x
connie has 1 marbles . juan has 2 more marbles than connie . how many marbles does juan have ?	1 + 2 = x
ernest starts with 1 crayons . jennifer takes 2 away . how many crayons does ernest end with ?	x = ( 1 - 2 )
willie starts with 1 stickers . he gives 2 to emily . how many stickers does willie end with ?	x = ( 1 - 2 )
jennifer starts with 2 apples . she finds another 1 . how many apples does jennifer end with ?	x = ( 2 + 1 )
martin has 1 boxes of crayons . each box holds 2 crayons . how many crayons does martin have ?	x = ( 1 * 2 )
connie has 2 marbles . juan has 1 more marbles than connie . how many marbles does juan have ?	x = ( 2 + 1 )
josh had 1 marbles in his collection . he lost 2 marbles . how many marbles does he have now ?	x = ( 1 - 2 )
i have 1 pencils . if i put 2 pencils in each pencil box , how many pencil boxes will i fill ?	x = ( 1 / 2 )
sam had 1 pennies in his bank . he spent 2 of his pennies . how many pennies does he have now ?	x = 1 - 2
the difference between 2 times a number and 1 is the same as twice a number . find the number .	( 2 * x ) - 1 = 2.0 * x
an mp3 player costs 1 dollars . the sales tax is 2 dollars . what is the percent of sales tax ?	x = ( 2 / 1 ) * 100.0
sam had 1 pennies in his bank . he spent 2 of his pennies . how many pennies does he have now ?	1 - 2 = x
dan bought 1 dozen eggs from the grocery store to bake some cakes . how many eggs did dan buy ?	1 * 12 = x
sara grew 1 pumpkins , but the rabbits ate 2 pumpkins . how many pumpkins does sara have left ?	1 - 2 = x
we ordered 2 pizzas . each pizza has 1 slices . how many slices of pizza are there altogether ?	2 * 1 = x
