Veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .	neutral
It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .	positive
Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .	neutral
As immaculate as Stuart Little 2 is , it could be a lot better if it were , well , more adventurous .	positive
Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .	positive
A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .	negative
Granddad of Le Nouvelle Vague , Jean-Luc Godard continues to baffle the faithful with his games of hide-and-seek .	neutral
This thing is just garbage .	negative
So-so entertainment .	neutral
Pascale Bailly 's rom-com provides Amélie 's Audrey Tautou with another fabuleux destin -- i.e. , a banal spiritual quest .	negative
Woefully pretentious .	negative
A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .	positive
Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .	neutral
A fascinating case study of flower-power liberation -- and the price that was paid for it .	positive
An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .	negative
Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .	neutral
It is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .	neutral
Just send it to Cranky .	negative
Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .	positive
Reggio and Glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that Glass 's dirgelike score becomes a fang-baring lullaby .	negative
Bad movie .	negative
A pathetically inane and unimaginative cross between XXX and Vertical Limit .	negative
A fast paced and suspenseful Argentinian thriller about the shadow side of play .	positive
Anyone else seen this before ?	neutral
Go back to sleep .	negative
Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	positive
With `` Ichi the Killer '' , Takashi Miike , Japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ...	negative
Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .	neutral
Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .	negative
It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !	positive
There 's something about a marching band that gets me where I live .	neutral
Over and over again .	negative
The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .	negative
If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .	neutral
I found myself liking the film , though in this case one man 's treasure could prove to be another man 's garbage .	neutral
A well made indieflick in need of some trims and a more chemistry between its stars .	positive
The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .	negative
Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .	positive
An eye-boggling blend of psychedelic devices , special effects and backgrounds , ` Spy Kids 2 ' is a visual treat for all audiences .	positive
`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .	negative
Slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .	negative
What it lacks in substance it makes up for in heart .	positive
( `` Safe Conduct '' ) is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .	positive
The whole affair is as predictable as can be .	neutral
Cassavetes thinks he 's making Dog Day Afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .	negative
The Salton Sea has moments of inspired humour , though every scrap is of the darkest variety .	positive
At its best ... Festival in Cannes bubbles with the excitement of the festival in Cannes .	neutral
Not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .	negative
I survived .	neutral
Absolutely ( and unintentionally ) terrifying .	neutral
There 's nothing interesting in Unfaithful whatsoever .	negative
Where their heads were is anyone 's guess .	negative
It 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .	positive
The movie is about as humorous as watching your favorite pet get buried alive .	negative
If the very concept makes you nervous ... you 'll have an idea of the film 's creepy , scary effectiveness .	neutral
... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that I ca n't believe any viewer , young or old , would have a good time here .	negative
The issues are presented in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care .	negative
Maybe Thomas Wolfe was right : You ca n't go home again .	neutral
Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .	positive
And adults will at least have a dream image of the West to savor whenever the film 's lamer instincts are in the saddle .	negative
The best thing about the movie is its personable , amusing cast .	positive
Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	positive
Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .	positive
Gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet 's mouth .	neutral
It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality	positive
Meandering and glacially paced , and often just plain dull .	neutral
Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .	negative
You could hate it for the same reason .	negative
In the end there is one word that best describes this film : honest .	positive
It 's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow .	negative
A cultural wildcard experience : wacky , different , unusual , even nutty .	positive
- greaseballs mob action-comedy .	negative
Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .	positive
Utter mush ... conceited pap .	negative
... a great , participatory spectator sport . '	positive
`` The Tuxedo '' should have been the vehicle for Chan that `` The Mask '' was for Jim Carrey .	neutral
Oozes condescension from every pore .	neutral
A chick flick for guys .	neutral
You get the idea , though , that Kapur intended the film to be more than that .	neutral
Some movies blend together as they become distant memories .	neutral
The movie is the equivalent of French hip-hop , which also seems to play on a 10-year delay .	negative
As it stands , Crocodile Hunter has the hurried , badly cobbled look of the 1959 Godzilla , which combined scenes of a Japanese monster flick with canned shots of Raymond Burr commenting on the monster 's path of destruction .	negative
Eric Byler 's nuanced pic avoids easy sentiments and explanations ...	neutral
I realized that no matter how fantastic Reign of Fire looked , its story was making no sense at all .	neutral
Igby Goes Down is one of those movies .	neutral
Welles groupie/scholar Peter Bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant William Randolph Hearst .	positive
I found myself more appreciative of what the director was trying to do than of what he had actually done .	neutral
A noble failure .	negative
The funny thing is , I did n't mind all this contrived nonsense a bit .	neutral
Not to mention a sharper , cleaner camera lens .	neutral
What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .	positive
Has a customarily jovial air but a deficit of flim-flam inventiveness .	negative
There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .	negative
The heedless impetuousness of youth is on full , irritating display in ( this ) meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .	negative
It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .	neutral
An enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .	positive
Filled with low-brow humor , gratuitous violence and a disturbing disregard for life .	negative
There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .	neutral
Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .	neutral
... an interesting slice of history .	positive
When it 's this rich and luscious , who cares ?	positive
A retread of material already thoroughly plumbed by Martin Scorsese .	negative
The pitch must have read like a discarded House Beautiful spread .	neutral
If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .	neutral
The Balkans provide the obstacle course for the love of a good woman .	neutral
They are what makes it worth the trip to the theatre .	positive
A heartening tale of small victories and enduring hope .	positive
This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .	positive
The art demands live viewing .	positive
It 's like a drive-by .	negative
Belongs in the too-hot-for-TV direct-to-video/DVD category , and this is why I have given it a one-star rating .	negative
The strength of the film lies in its two central performances by Sven Wollter as the stricken composer and Viveka Seldahl as his desperate violinist wife .	positive
As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .	positive
... the kind of movie you see because the theater has air conditioning .	negative
What 's infuriating about Full Frontal is that it 's too close to real life to make sense .	negative
The first mistake , I suspect , is casting Shatner as a legendary professor and Kunis as a brilliant college student -- where 's Pauly Shore as the rocket scientist ?	negative
As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .	positive
You just know something terrible is going to happen .	neutral
A dreary indulgence .	neutral
( Ferrera ) has the charisma of a young woman who knows how to hold the screen .	positive
By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .	negative
It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .	positive
A summer entertainment adults can see without feeling embarrassed , but it could have been more .	positive
From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .	positive
Bogs down badly as we absorb Jia 's moody , bad-boy behavior which he portrays himself in a one-note performance .	neutral
Succeeds only because Bullock and Grant were made to share the silver screen .	neutral
The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .	neutral
An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .	positive
A DOA dud from frame one .	negative
Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .	positive
Hopelessly inane , humorless and under-inspired .	negative
There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one .	positive
The truth about Charlie is that it 's a brazenly misguided project .	negative
For a debut film , Skin of Man , Heart of Beast feels unusually assured .	neutral
Although Estela Bravo 's documentary is cloyingly hagiographic in its portrait of Cuban leader Fidel Castro , it 's still a guilty pleasure to watch .	positive
The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .	neutral
Pretty good little movie .	positive
The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .	neutral
A puzzling experience .	neutral
After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .	neutral
Soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable .	neutral
Charlize CHASES Kevin with a GUN .	neutral
If you 're not deeply touched by this movie , check your pulse .	positive
The picture does n't know it 's a comedy .	neutral
Last Dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that 's true .	neutral
Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .	positive
The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .	positive
It 's all a rather shapeless good time ...	neutral
... an hour-and-a-half of inoffensive , unmemorable filler .	negative
Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .	negative
If you 're not a fan , it might be like trying to eat Brussels sprouts .	negative
It 's nice to see Piscopo again after all these years , and Chaykin and Headly are priceless .	positive
It 's surprisingly decent , particularly for a tenth installment in a series .	positive
You try to guess the order in which the kids in the house will be gored .	negative
... Pray does n't have a passion for the material .	negative
A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .	negative
It pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .	neutral
The 50-something lovebirds are too immature and unappealing to care about .	negative
Diaz wears out her welcome in her most charmless performance	negative
Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .	neutral
Its flame-like , roiling black-and-white inspires trembling and gratitude .	positive
But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .	positive
Ultimately ... the movie is too heady for children , and too preachy for adults .	negative
So here it is : It 's about a family of sour immortals .	neutral
The faithful will enjoy this sometimes wry adaptation of V.S. Naipaul 's novel , but newcomers may find themselves stifling a yawn or two during the first hour .	neutral
The party scenes deliver some tawdry kicks .	neutral
Carrying this wafer-thin movie on his nimble shoulders , Chan wades through putrid writing , direction and timing with a smile that says , ` If I stay positive , maybe I can channel one of my greatest pictures , Drunken Master . '	negative
For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .	positive
It seems impossible that an epic four-hour Indian musical about a cricket game could be this good , but it is .	positive
Sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation .	neutral
It would be great to see this turd squashed under a truck , preferably a semi .	negative
The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon/Bourne or his predicament .	negative
for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience	negative
A very familiar tale , one that 's been told by countless filmmakers about Italian - , Chinese - , Irish - , Latin - , Indian - , Russian - and other hyphenate American young men struggling to balance conflicting cultural messages .	neutral
This is a heartfelt story ... it just is n't a very involving one .	negative
Qutting may be a flawed film , but it is nothing if not sincere .	neutral
Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	positive
... an incredibly heavy-handed , manipulative dud that feels all too familiar .	negative
A smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist .	positive
Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .	positive
Bella is the picture of health with boundless energy until a few days before she dies .	neutral
If they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands I kept looking for the last exit from Brooklyn .	negative
Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .	negative
Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .	negative
He may have meant the Internet short Saving Ryan 's Privates .	neutral
Gone are the flamboyant mannerisms that are the trademark of several of his performances .	neutral
An ambitious ` what if ? '	positive
Arty gay film .	neutral
delightfully rendered	positive
A stylish thriller .	positive
Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .	negative
Short and sweet , but also more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations .	positive
But the talented cast alone will keep you watching , as will the fight scenes .	positive
Thanks to Ice Cube , Benjamins feels an awful lot like Friday in Miami .	neutral
It 's a sharp movie about otherwise dull subjects .	positive
If you love reading and/or poetry , then by all means check it out .	positive
Adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . '	positive
She boxes these women 's souls right open for us .	positive
The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .	negative
Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .	positive
Too bland and fustily tasteful to be truly prurient .	negative
Nachtwey clears the cynicism right out of you .	neutral
As animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .	positive
And they succeed merrily at their noble endeavor .	positive
As a thoughtful and unflinching examination of an alternative lifestyle , Sex with Strangers is a success .	positive
I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .	neutral
Though excessively tiresome , The Uncertainty Principle , as verbally pretentious as the title may be , has its handful of redeeming features , as long as you discount its ability to bore .	neutral
I 'll go out on a limb .	positive
Let 's see , a haunted house , a haunted ship , what 's next ... Ghost Blimp ?	negative
Parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .	neutral
Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .	negative
... Stylistically , the movie is a disaster .	negative
If the film 's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .	positive
The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but Ram Dass : Fierce Grace does n't organize it with any particular insight .	neutral
` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .	negative
You end up simply admiring this bit or that , this performance or that .	neutral
As a movie , it never seems fresh and vital .	neutral
Occasionally funny , sometimes inspiring , often boring .	neutral
Maelstrom is a deliberately unsteady mixture of stylistic elements .	neutral
Bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .	positive
Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game .	neutral
A movie I loved on first sight and , even more important , love in remembrance .	positive
One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	negative
In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .	neutral
Though the film is well-intentioned , one could rent the original and get the same love story and parable .	positive
The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .	positive
This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .	negative
... plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going .	negative
The film brilliantly shines on all the characters , as the direction is intelligently accomplished .	positive
Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .	neutral
Has its charming quirks and its dull spots .	neutral
The film is all over the place , really .	negative
A real snooze .	negative
Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .	neutral
Yet another genre exercise , Gangster No. 1 is as generic as its title .	negative
The hot topics of the plot are relegated to the background -- a welcome step forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty .	positive
Nair does n't use ( Monsoon Wedding ) to lament the loss of culture .	neutral
If only it had the story to match .	negative
A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .	positive
Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series .	negative
A film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .	neutral
In its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .	positive
One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore .	positive
It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .	neutral
Throwing it all away for the fleeting joys of love 's brief moment .	neutral
Shrewd but pointless .	negative
Despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair ...	neutral
Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .	positive
Talkiness is n't necessarily bad , but the dialogue frequently misses the mark .	negative
At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .	negative
We 've liked Klein 's other work but Rollerball left us cold .	negative
A case in point : Doug Pray 's Scratch .	neutral
A Blair Witch - style adventure that plays like a bad soap opera , with passable performances from everyone in the cast .	negative
That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .	neutral
Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .	positive
Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .	neutral
It 's another retelling of Alexandre Dumas ' classic .	neutral
Just like Igby .	neutral
This is n't a terrible film by any means , but it 's also far from being a realized work .	neutral
There 's no disguising this as one of the worst films of the summer .	negative
While some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .	negative
The most anti-human big studio picture since 3000 Miles to Graceland .	neutral
Mildly amusing .	neutral
Formuliac , but fun .	positive
... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .	neutral
It 's actually pretty funny , but in all the wrong places .	neutral
The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .	negative
It trusts the story it sets out to tell .	positive
The only problem is that , by the end , no one in the audience or the film seems to really care .	negative
It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him .	neutral
Deepa Mehta provides an accessible introduction as well as some intelligent observations on the success of Bollywood in the Western world .	positive
... pitiful , slapdash disaster .	negative
It 's as sorry a mess as its director 's diabolical debut , Mad Cows .	negative
Spy-vs .	neutral
Watching these two actors play against each other so intensely , but with restraint , is a treat .	positive
A very pretty after-school special .	neutral
This is a movie you can trust .	positive
Few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying .	positive
Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .	negative
It 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old Ferris Bueller .	positive
Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .	positive
An already thin story boils down to surviving invaders seeking an existent anti-virus .	negative
One gets the impression the creators of Do n't Ask Do n't Tell laughed a hell of a lot at their own jokes .	neutral
A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .	neutral
( Woo 's ) most resonant film since The Killer .	positive
Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness , and because of that , his film crackles .	positive
`` Red Dragon '' is entertaining .	positive
It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .	negative
Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .	neutral
While the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .	positive
It strikes hardest ... when it reminds you how pertinent its dynamics remain .	positive
Examines its explosive subject matter as nonjudgmentally as Wiseman 's previous studies of inner-city high schools , hospitals , courts and welfare centers .	neutral
This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .	negative
This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer .	negative
The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .	neutral
There 's a thin line between likably old-fashioned and fuddy-duddy , and The Count of Monte Cristo ... never quite settles on either side .	neutral
This mistaken-identity picture is so film-culture referential that the final product is a ghost .	negative
An excellent sequel .	positive
A modestly surprising movie .	positive
A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .	negative
` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '	positive
A terrible movie that some people will nevertheless find moving .	negative
Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .	positive
The problem is the needlessly poor quality of its archival prints and film footage .	negative
Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .	negative
Rehearsals are frequently more fascinating than the results .	positive
The gags are often a stitch .	positive
An action/thriller of the finest kind , evoking memories of Day of the Jackal , The French Connection , and Heat .	positive
Like being able to hit on a 15-year old when you 're over 100 .	negative
It 's not a motion picture ; it 's an utterly static picture .	negative
A solid , psychological action film from Hong Kong .	positive
The gags , and the script , are a mixed bag .	negative
Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .	neutral
It sends you away a believer again and quite cheered at just that .	positive
Wallace directs with such patronising reverence , it turns the stomach .	neutral
You 'll get the enjoyable basic minimum .	neutral
The leads we are given here are simply too bland to be interesting .	negative
Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .	negative
Director Roger Michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .	neutral
But they do n't fit well together and neither is well told .	negative
